variable,median_importance,q1,q3,iqr,mean_importance
protective_behaviour_nomask_scale,2190.3424864293515,2170.271143194676,2207.1480271870346,36.87688399235867,2190.26433166859
week_number,2008.178930858157,1986.4693094391157,2024.6836818901434,38.21437245102766,2005.680125986323
state_Queensland,847.3471193865054,832.8888036193955,862.8661496404842,29.977346021088692,847.6525276145503
state_Western Australia,802.2907826981835,785.196320945559,817.6109106371541,32.4145896915951,802.207680787804
age,631.9247892187452,622.8492632090638,642.7548174117723,19.90555420270846,632.3589504741611
i2_health,420.7668791728111,412.74228553299724,428.6396289104669,15.897343377469667,420.77824262520676
i11_health_Very willing,281.5189176928834,274.0873864878412,289.8895703792527,15.802183891411516,281.93155710269303
cantril_ladder,274.8007580334921,268.450155729876,281.05852361017537,12.608367880299397,274.8409030615219
r1_2,269.4294365725776,263.572054408536,277.16269834546495,13.590643936928927,270.1985958033126
household_size,248.1944580077606,242.04622143296982,252.4991886302134,10.452967197243595,247.34132812301442
r1_1,247.45796753411616,242.28659543598093,254.15235269167164,11.86575725569071,248.21964327156522
state_Tasmania,122.19421962267411,115.69677736117869,128.27977659978572,12.58299923860703,122.17370192051122
i9_health_Yes,92.75916086821854,87.88846419760199,98.99629207333898,11.107827875736987,93.52826772717565
gender_Male,73.1349366934457,69.47140405494726,76.85226396993649,7.38085991498923,73.05568742366847
WCRex2_A lot of confidence,56.7077465766085,53.276250466045695,60.45150160158117,7.1752511355354756,57.07427315200604
employment_status_Not working,56.23185287467173,53.37457554673266,59.06182866707918,5.687253120346526,56.20352413276183
WCRex1_Very badly,51.37402484524777,47.37330498045405,56.02834032327585,8.655035342821797,51.845722302821045
WCRex2_Not very much confidence,47.23451487053299,44.90484873277771,50.09764340112455,5.192794668346842,47.45036711117248
WCRex1_Very well,46.31275377431746,43.87094393924298,49.55958908040771,5.688645141164734,46.6548694923998
employment_status_Part time employment,45.440946213061125,43.37574103503937,47.62159126155227,4.2458502265129,45.50227365305974
WCRex1_Somewhat well,44.41573594932794,42.41919331228381,46.76696178957999,4.347768477296178,44.64056674419389
WCRex2_No confidence at all,44.17424285873285,40.78396075309583,47.17859594838153,6.394635195285694,44.573369580192164
i9_health_Not sure,43.96019361595475,41.41853795611381,46.957501180393614,5.538963224279804,44.121376333932346
employment_status_Unemployed,39.483700289924585,37.658361086399196,41.83645842792345,4.178097341524257,39.77084522041581
WCRex1_Somewhat badly,38.18954072949675,36.42118912457515,39.809795707213,3.3886065826378484,38.218289937086006
employment_status_Retired,37.32424519244597,35.45699952639865,41.42897646095135,5.9719769345527,38.631880382946996
d1_comorbidities_No,36.99254923687249,35.224449933486525,39.372391149845576,4.147941216359051,37.312406238361746
