variable,median_importance,q1,q3,iqr,mean_importance
PHQ4_3_Nearly every day,34.937024400283484,32.79516444021564,37.09131088117492,4.2961464409592764,35.244530464579405
d1_comorbidities_Yes,34.483102672679635,32.684747695144544,36.53306942898976,3.848321733845218,34.72956193514532
PHQ4_3_Several days,34.031890385363596,32.54134809987881,36.07312984740251,3.531781747523702,34.375352510595924
i11_health_Somewhat willing,33.88896876354751,32.070671930062545,35.764929035165984,3.694257105103439,34.217276487832365
PHQ4_3_Not at all,33.19792100253963,31.56468351493135,34.85886384623086,3.2941803312995113,33.20513533177908
PHQ4_4_Several days,33.17655646927359,31.733836531797593,34.631599035783786,2.8977625039861934,33.21495142274168
PHQ4_1_Not at all,32.46439337725159,30.753964432157453,34.076205558197515,3.322241126040062,32.536924526363435
state_Victoria,32.02588817921295,28.084179122028615,37.502977545525255,9.41879842349664,33.396722982178055
PHQ4_1_Several days,31.167911773749232,29.72557502810254,32.90117435809219,3.1755993299896517,31.26971349375264
PHQ4_2_Several days,30.46823202421563,29.207532483335903,31.972967848328253,2.7654353649923493,30.59280537213195
PHQ4_2_Not at all,29.425015651513583,27.703515816135557,30.953635076050162,3.250119259914605,29.650970729333814
PHQ4_4_Not at all,27.232607265408106,26.00963358694183,28.528134118349296,2.518500531407465,27.337062858628
PHQ4_4_Nearly every day,25.79978664846601,24.2963729376413,27.174479326147615,2.878106388506314,25.866557692387456
WCRex2_Don't know,25.037522703691085,23.803817657539465,26.452663481587166,2.648845824047701,25.16668288122227
PHQ4_2_Nearly every day,24.898283318295547,23.107741543383437,26.37479489042517,3.2670533470417347,24.834385341439006
PHQ4_1_Nearly every day,24.813314202586227,23.29097738073095,26.43512769438077,3.1441503136498206,24.964705358625128
i11_health_Somewhat unwilling,23.65879650702447,22.332935658792827,25.790997822184558,3.4580621633917303,24.054136198779084
i11_health_Very unwilling,20.244131837018735,18.574241215057807,21.739248019297815,3.165006804240008,20.334368476622387
state_South Australia,19.822882240053502,17.848997915468644,21.908453284030085,4.059455368561441,20.08394761640882
d1_comorbidities_Prefer_not_to_say,18.670974143364703,17.440189355548085,20.032320686532998,2.5921313309849126,18.80987385656695
state_New South Wales,16.439465737402013,15.216509478572434,18.19399973670502,2.977490258132587,17.005256955480483
state_Northern Territory,15.529703667450066,13.483670738039104,17.492064619599027,4.008393881559924,15.751546144953638
i11_health_Not sure,10.512401929071395,9.6431764061565,11.39591292082134,1.7527365146648393,10.648547829814369
PHQ4_4_Prefer not to say,8.35848055365533,7.1771699082787705,9.512160347254177,2.3349904389754066,8.429780161143649
PHQ4_3_N/A,7.890457349800743,7.354114229901387,8.511851291791432,1.157737061890045,7.959694933511007
PHQ4_2_N/A,7.12693396934278,6.625141061714007,7.609998603911925,0.9848575421979175,7.138624191155118
PHQ4_3_Prefer not to say,6.990464394924556,6.424403726747364,7.752096206730089,1.3276924799827245,7.10045452536413
PHQ4_4_N/A,6.293762514264595,5.882681985064544,6.885927997942219,1.0032460128776748,6.343456468289618
PHQ4_1_N/A,5.932774531780765,5.460970760343761,6.383654691648503,0.9226839313047419,5.915826498198396
PHQ4_2_Prefer not to say,4.394171003457002,3.9813149000714896,4.927738026185794,0.9464231261143041,4.512491821884
PHQ4_1_Prefer not to say,3.525055950308828,2.9371329147867486,4.149012991993732,1.2118800772069838,3.6043094443765127
