number,value,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_lambda,std_err
43,0.8744931554171156,0.8652982537844218,5,6,0.7470097346929834,0.8630510142073036,3.2708080594255666e-4,5.579319023451108e-6,0.0013353370393363278
16,0.872903346370634,0.544295687393751,7,1,0.5058847370790318,0.5096210493706167,1.7061027267087106e-8,0.029039934692176736,0.0014789626454548431
19,0.8676898215373086,0.5512481456808745,6,10,0.32075940952636306,0.7383999193087221,7.847187327726551e-5,5.2188069547469756e-8,0.0013869875003420002
13,0.8663974112760942,0.8279040382569656,9,9,0.644631860521622,0.584684359561652,0.014017455819834096,0.018046761756291326,0.0018405733211456343
33,0.8601424637375678,0.9562509744893759,7,3,0.6695403290679678,0.6443533448502421,5.37860389186368e-6,4.7361533398751525e-4,0.001875019008204408
25,0.8504174083095227,0.8853822345263325,4,6,0.30922763659618796,0.7501503533683718,0.039265168039346814,0.006491453282622838,0.002817935487035336
44,0.8490652372476463,0.8858364084945061,5,1,0.515012242179364,0.7080472961068154,1.5025633240292265e-7,0.06370582839046558,0.00413083843321312
12,0.8480381887520102,0.7463974003726617,4,8,0.2036344044376165,0.6936695584096014,0.0010695276609615002,9.278056307829801e-8,0.0023856371533685153
23,0.8385967824410199,0.8202093951753341,7,7,0.35644333825912333,0.8961758838035166,2.344542763024622e-6,1.1037559092544587e-7,0.0032948956336921863
41,0.8374795072368729,0.9853095358400605,6,10,0.340973128634505,0.7777619953267276,7.865945488491727e-6,3.11090352678633e-4,0.0022502376870432517
47,0.8335190660764751,0.47613590125460176,8,2,0.18054657327011228,0.8351211710833013,0.005509948014801032,1.0163887858691402e-7,0.0027790005225525934
28,0.8330375251768233,0.7506140669877641,5,5,0.1886962486896664,0.5004475984722376,0.009267844056158922,0.009236913071098547,0.0017363182517485141
48,0.8270434017206114,0.703660635096021,10,4,0.2332770064705983,0.7966099720448256,0.8647891359338865,1.2254772715895855e-7,0.0019731254963965337
49,0.8149176386091463,0.7999558686697855,9,3,0.15596904531121256,0.5653834368102253,4.252766626151434e-5,0.009652201191820874,0.003524181416838063
