i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.13556796540965968,0.08272911279860395,0.02629412454600437,0.03257948077713664,0.0987592758261218,0.03907924941804706,0.16395494558326906,0.028660170704201342,0.001034990519720517,0.03828515693327785,0.005533960709648082,0.0019756792683407985,0.028307630799128843,0.04903474192152676,0.010942898164574034,0.010270671034808583,0.026379570181934913,0.005361001516957338,0.00971804856309251,0.00478054398719505,0.005447075829849914,8.677993020791523e-4,0.0013653652527680126,0.010343553110497885,0.0037823891293862597,0.045211315517891613,0.006858495979200144,0.007575116048557274,0.0059774786986351814,0.007726347330832971,0.006441582002606333,0.002315958385085588,0.004290681710643209,0.006105199458330762,0.0027776776153825406,0.006135127838296008,0.00590195309528735,5.377250162919207e-4,0.0062046991541398035,0.0018695565786703793,0.004303806362805111,0.006703258128666419,2.4210875406285097e-4,0.004796435997326183,0.0012236882954266603,0.0039192338696671745,0.006312874682743062,5.660478546325402e-4,0.006010629841814884,6.192753271281712e-4,0.0031427593083339597,0.005931475965004359,5.216857025219555e-4,0.004961131671334172,0.006352904985234581,0.0017024559658076338,0.005705911569808812
0.13411569155416755,0.08171957828639499,0.027274966113016424,0.03286839201428135,0.09566539667992094,0.03791046808461032,0.16260075134753588,0.02696887817767062,8.259403750972345e-4,0.03756802400052094,0.005377798834347416,0.0024939452674940833,0.02787449115538755,0.04936630708005717,0.011937099859574522,0.011737346258768865,0.028042436985217176,0.004989321153709019,0.009209181917211963,0.0054350767035846745,0.0057024049054493035,9.111859095850542e-4,0.002140229669484083,0.010057575594341272,0.004045821524008909,0.047071738122300186,0.006201241358692474,0.00832758208584409,0.005576387872468534,0.007795231198415844,0.007336815285788372,0.0021350343124473597,0.004455621371257081,0.006705880648454596,0.003033397944205597,0.005333936364019632,0.005960086532905189,3.1117864064810917e-4,0.005859053342187535,0.001924470936610035,0.0047950857185438695,0.006266281617098382,3.3756217148280443e-4,0.00521250448447012,0.0013110154090270492,0.0038010329448314797,0.0059536961938077585,8.379484805910871e-4,0.005874227616668123,5.547958468329015e-4,0.0043072161314391295,0.006141536749670082,3.970434023996238e-4,0.004886791511292244,0.006907562020472168,0.0018944049019297365,0.0056553293317614835
0.13871231480080853,0.08187497266925259,0.02564063860485152,0.032932908455979626,0.0955639610311033,0.03763081364969668,0.16251172985926976,0.026224673944946583,0.0011003996093915348,0.03595856470116234,0.005523561328279422,0.002369792718314005,0.028221900530073764,0.04761571136225915,0.011451588440643886,0.011394254878076885,0.027023488790112713,0.004737665208634822,0.009666172658960736,0.005173839349558043,0.005053604200890661,8.084155866027782e-4,0.00162514939044858,0.01102734376167455,0.004852965881477206,0.05014241804340549,0.006826976199645949,0.007585980018144965,0.005780874612138874,0.008099630075233559,0.007146839908366991,0.0021013294957953404,0.004211890751835919,0.005749706888751343,0.00303490258021348,0.005198159201058103,0.00627440190049715,4.2816640646485196e-4,0.006028270209909224,0.001815708562477013,0.00464432509388531,0.006705004829652658,4.269730958998254e-4,0.005677909217934894,0.0011512604869328754,0.004075679360920659,0.006784279365444479,6.85685530703497e-4,0.0056071012661481415,6.237221964214201e-4,0.003798065678132275,0.00584925495121128,6.894021010128927e-4,0.004863070307005875,0.006582033720464621,0.0014081126154690123,0.005306433916352357
0.13831805479778425,0.08194340168458426,0.02681582722989212,0.03354103401611685,0.09323087187153029,0.03914088428611003,0.1605625553775062,0.027043476556551375,0.001291890757937266,0.03910872837368173,0.005639892250145532,0.001947027990833662,0.028045504230362586,0.04773497364136138,0.011197081436172013,0.011367142430338801,0.02678384476804755,0.0051150636480935185,0.008852953396697703,0.005402194657301341,0.005391311546069965,0.0013346135766183112,0.0016736375771119747,0.010595942793358184,0.0033861230640419757,0.05009847702393636,0.006824500855126654,0.008522240646082683,0.005261015924019363,0.008301926453319678,0.006980166363741494,0.0021899284165164583,0.004169396915670413,0.0062293088286414075,0.0028615245122378583,0.005098259025223311,0.0053752121367573,4.7126306786764676e-4,0.006066460640064444,0.0018400477788278829,0.004729247929271353,0.006621291628613055,3.0252272302202675e-4,0.005061782823913368,0.0016033649860107493,0.003810389810359653,0.006059124136821484,7.603954914097298e-4,0.005844300111482501,5.334827591702079e-4,0.004309243274599986,0.006206756601165007,4.315992556327233e-4,0.0044916224553540815,0.006020883304046519,0.0016202181065770656,0.005840014056268702
0.13121448297217295,0.08304874920049901,0.026853312225804817,0.0320811957942817,0.0973885199854613,0.03838926767675504,0.16525221286133865,0.02668307887853374,7.398110881404609e-4,0.03955673908471607,0.005878069856734531,0.0022112229148115578,0.029030647734552974,0.04846522015617403,0.01137283029949958,0.010970751633298881,0.027062663473732693,0.004932418710124887,0.009096065866168429,0.004890202271500639,0.005283816104456149,0.0012010784255526428,0.0015706375067004671,0.00999770663570184,0.0038197660442950707,0.048797013865833815,0.006715663828221892,0.00809950977597396,0.005574856371099474,0.007126049388048343,0.006677360275198257,0.002262920067094453,0.004875962143269572,0.005993480353618395,0.0031655098437631513,0.005648961092771737,0.0057434943456250815,2.9616146450947274e-4,0.00591242400632647,0.002170624900813648,0.004863674806055702,0.006311135728501257,3.964908959833461e-4,0.005074045814416588,0.0015735144270805255,0.004200466259233627,0.005957708399234633,9.289099463631244e-4,0.005271084162648836,5.421010971118296e-4,0.003688249129775321,0.005613345708588747,5.277594036630607e-4,0.004313464296901527,0.006967475271296499,0.001874790755894818,0.005845324774074715
0.13817786379132588,0.08245950238298351,0.027602302692102544,0.03317121234470824,0.09701920053043593,0.03867258193009228,0.15865133298575215,0.027231873089467045,0.0010429213217795282,0.03924888923555252,0.004667808611732543,0.00197958345478767,0.028802803477453478,0.047745149129542,0.010960225604796385,0.011528498043189861,0.026791364564945536,0.00505051509199801,0.009301536865231236,0.00518607387041397,0.005316689232028152,0.0011615197706891654,0.0017479984874134767,0.01093557748181483,0.004323005289808468,0.04802164292436044,0.006714140896691368,0.00781213383705079,0.0054075884861875135,0.007698201146069705,0.006832455788745176,0.0019692152550656573,0.004347274580830637,0.006123250148713101,0.0031115347105101932,0.005933924907213256,0.005831985990697279,3.488266250843748e-4,0.00593598965481466,0.0018769921306578017,0.0045355772028856205,0.006096362607106951,2.693623398943401e-4,0.005368997986027592,0.0013580655039658381,0.003933048827853166,0.0060918225215769025,9.94080127858649e-4,0.005689161805098528,4.834738532759021e-4,0.003567804459306097,0.006137218386276718,5.07483065949905e-4,0.004513069593897345,0.006556628919651649,0.0012022895754202458,0.005954366861218189
0.14041115154520867,0.08114536916605133,0.027246658242009954,0.03356048918570914,0.09657892060819541,0.03895913043129886,0.15947564304098638,0.026479699427192322,0.001110458411224389,0.03741684626225496,0.005258013995377478,0.002247530446449149,0.02936985743531312,0.04912165669226778,0.012220328942101087,0.010806147644367435,0.026114276377792973,0.004328263230933991,0.009658135282623019,0.005351983166015241,0.005128376683301824,8.954073212943724e-4,0.0015105524880306652,0.010698992909342496,0.0038611166129951216,0.04776172893319181,0.0064670924676536795,0.008214157951630649,0.005519392061264612,0.0078708410213375,0.007568805043331723,0.0020785664483879618,0.0039777754352586315,0.006285503505123901,0.003209946316881693,0.0054124335021528604,0.005596538693235792,3.6761027459809756e-4,0.006031049722394765,0.0019106859589583974,0.003978201391292354,0.005996323406984527,4.622579153175592e-4,0.0053301399771260175,0.0015277395642303725,0.0038658407287934333,0.006188185720634677,6.29595486772105e-4,0.00575309206717798,4.6702043186971063e-4,0.004130346710629695,0.005892464154834564,7.55811129903628e-4,0.00479379684692,0.006384767608974036,0.0013015057093185426,0.005315778265481549
0.133551086888458,0.080156272322564,0.02703842222930627,0.03361399432096151,0.09576721829098797,0.037944345151411624,0.16366676930588897,0.02918985698256178,5.877267937897088e-4,0.040117014482954585,0.005290072712026914,0.003536076258536313,0.028851534254685902,0.048803276788660095,0.01173021287087497,0.010534772556444387,0.028545231317511417,0.005183880759029214,0.009322258530054023,0.0049440418522019415,0.004730099890567043,9.911980774217448e-4,0.0014956920004092187,0.00986060964201161,0.0038146884215306234,0.050471508247280104,0.005901556223545563,0.00754482112265947,0.005065815723134654,0.007583300966950326,0.0068722307869598315,0.00236075814418975,0.0038579059712746467,0.005684976505028414,0.0030428887908704244,0.005295582410676349,0.0060548869615699155,3.2206931541796575e-4,0.0060681628845430016,0.0021978523759136307,0.0041648456553358805,0.005922645117049953,3.3387111602123924e-4,0.005106881131939993,0.0014378155434079667,0.003853744651100292,0.005744516650483057,9.148209577798092e-4,0.006057480695324571,4.7164421690775777e-4,0.0035583778303595903,0.006041307869017107,4.242273089648282e-4,0.004377598084832381,0.006329931208919041,0.002157543756440905,0.005512079075251747
0.1361543174759951,0.08082406194716962,0.02770578819397667,0.0314813140133565,0.09486559178279459,0.036643324209296876,0.1610208868949073,0.02640269034243486,0.0012549966495126513,0.040861678740913294,0.005243982583137867,0.0026787612853928617,0.027737591106235065,0.04846079383659996,0.010982603281793665,0.010737187121256821,0.02689524193590938,0.005163582568484176,0.009601473495700891,0.005124454159342816,0.005175913995371775,0.0011763366500636765,0.001345221272197352,0.010098322363388243,0.00432862645083991,0.05049338368311802,0.007409510452746067,0.007688996952038285,0.005363917701907482,0.00797822826190831,0.0069774444220102455,0.002380915024339248,0.005076767926740046,0.006249287220796658,0.0031699758181316083,0.0055805677873538555,0.005540038842229858,6.283338176932006e-4,0.00594720081325239,0.0019227481987894007,0.00513776990595146,0.00597178885691521,5.172821730711501e-4,0.004947140591168599,0.0014824131569654096,0.0040528138081573776,0.006314356149753707,0.0010116455881234024,0.006230706202460471,5.976322576422621e-4,0.0032627693747359038,0.006065453837980053,7.648153464396335e-4,0.0048391088947648585,0.00696494342553459,0.0015441783126717336,0.0059231228385376
0.14055980728611436,0.07935189386726783,0.02658749068559072,0.032086943694103816,0.09415700115998225,0.03847064190773953,0.1623086486171463,0.027432019256241932,7.921662371470959e-4,0.03817177002971064,0.005011669926812262,0.002209926871650164,0.027912943638399485,0.05084364186711261,0.010564069709221557,0.01030371213662854,0.0277538185545709,0.0046616023360464415,0.009711218852028176,0.0055984557645210355,0.004964666545580795,8.664505658954978e-4,0.0017796570411627065,0.010040551238968473,0.003791293977659546,0.049988035597212245,0.006208536953294896,0.007998770534940542,0.005479834253077708,0.007458715068411561,0.006697461795576087,0.0023986193056780513,0.004173279110286412,0.006272376105047558,0.002671753432287158,0.00560512236262067,0.006063467819097088,4.923523275388194e-4,0.00605450504374163,0.0019816913724552522,0.0042716070252229055,0.006509839253588462,4.77758776367954e-4,0.004922660061901125,0.001253127098278339,0.0035301130808792305,0.006488350560100447,9.649367385213011e-4,0.005539202639232466,5.340734275738249e-4,0.003911230140982512,0.006164746412207995,6.238009043778319e-4,0.005148765269086844,0.0065586696325498585,0.0017511140436614382,0.005873422086899135
