number,value,tree_depth,min_n,cost_complexity,std_err,.config
54,0.23648310609003842,12,8,9.875815806575851e-5,0.005532105394999879,iter34
55,0.23648310609003842,12,8,9.500963421035646e-5,0.005532105394999879,iter35
56,0.23648310609003842,12,8,1.005793930438641e-4,0.005532105394999879,iter36
57,0.23015145628682562,12,10,1.60905718867295e-4,0.004595397490506403,iter37
58,0.23648310609003842,12,8,9.384111708976448e-5,0.005532105394999879,iter38
59,0.23648310609003842,12,8,1.0699844189354523e-4,0.005532105394999879,iter39
60,0.23648310609003842,12,8,9.70478435624093e-5,0.005532105394999879,iter40
61,0.23648310609003842,12,8,9.812097472717827e-5,0.005532105394999879,iter41
62,0.23648310609003842,12,8,1.0308766374288049e-4,0.005532105394999879,iter42
63,0.23648310609003842,12,8,9.390123649738474e-5,0.005532105394999879,iter43
64,0.23648310609003842,12,8,9.26251136269161e-5,0.005532105394999879,iter44
65,0.23648310609003842,12,8,9.782316641824166e-5,0.005532105394999879,iter45
66,0.23648310609003842,12,8,9.930071971483883e-5,0.005532105394999879,iter46
67,0.23648310609003842,12,8,1.0918448535491239e-4,0.005532105394999879,iter47
68,0.23648310609003842,12,8,9.320479266249368e-5,0.005532105394999879,iter48
69,0.23648310609003842,12,8,9.050843436953158e-5,0.005532105394999879,iter49
70,0.23648310609003842,12,8,9.11241967897444e-5,0.005532105394999879,iter50
71,0.23648310609003842,12,8,1.082313557073961e-4,0.005532105394999879,iter51
72,0.23648310609003842,12,8,9.695377655883126e-5,0.005532105394999879,iter52
73,0.23648310609003842,12,8,1.0478894729401119e-4,0.005532105394999879,iter53
74,0.23648310609003842,12,8,1.0419168120758316e-4,0.005532105394999879,iter54
75,0.23648310609003842,12,8,1.0231563357006303e-4,0.005532105394999879,iter55
76,0.23648310609003842,12,8,1.1091108590047497e-4,0.005532105394999879,iter56
77,0.23648310609003842,12,8,9.061946921416455e-5,0.005532105394999879,iter57
78,0.23648310609003842,12,8,9.031722949662126e-5,0.005532105394999879,iter58
79,0.23648310609003842,12,8,1.028529819295867e-4,0.005532105394999879,iter59
80,0.23648310609003842,12,8,9.264706235357369e-5,0.005532105394999879,iter60
81,0.23648310609003842,12,8,9.344304452225389e-5,0.005532105394999879,iter61
82,0.23648310609003842,12,8,9.424950139225891e-5,0.005532105394999879,iter62
83,0.23648310609003842,12,8,1.0179097931614589e-4,0.005532105394999879,iter63
84,0.23648310609003842,12,8,1.0765983376337093e-4,0.005532105394999879,iter64
85,0.23648310609003842,12,8,1.1052120961966147e-4,0.005532105394999879,iter65
86,0.23648310609003842,12,8,9.15516078373036e-5,0.005532105394999879,iter66
87,0.23648310609003842,12,8,1.1025229020732394e-4,0.005532105394999879,iter67
88,0.23648310609003842,12,8,1.0459899591548787e-4,0.005532105394999879,iter68
89,0.23648310609003842,12,8,1.1078633012798287e-4,0.005532105394999879,iter69
90,0.23648310609003842,12,8,9.455071268589203e-5,0.005532105394999879,iter70
91,0.23127456385104062,12,10,8.136891241380872e-5,0.004648701687461764,iter71
92,0.23648310609003842,12,8,9.973005848623479e-5,0.005532105394999879,iter72
93,0.23648310609003842,12,8,1.046985863357533e-4,0.005532105394999879,iter73
94,0.23648310609003842,12,8,1.0523754651671679e-4,0.005532105394999879,iter74
95,0.23648310609003842,12,8,1.0844014285645133e-4,0.005532105394999879,iter75
96,0.23648310609003842,12,8,9.929284842185152e-5,0.005532105394999879,iter76
97,0.23648310609003842,12,8,1.0992958893006624e-4,0.005532105394999879,iter77
98,0.23648310609003842,12,8,1.1123576729857746e-4,0.005532105394999879,iter78
99,0.23648310609003842,12,8,1.0660905798858137e-4,0.005532105394999879,iter79
100,0.22777747918877292,11,9,1.1645410775770722e-4,0.004870214099502374,iter80
