number,value,learning_rate,max_depth,subsample,colsample_bytree,std_err
32,0.8596348787812202,0.08075425060465931,9,0.8540226349374279,0.550352993234992,0.003003961645452904
9,0.858695707903025,0.012556871608830988,9,0.6253058859612792,0.6211576770059765,0.0032546894855136894
82,0.8544806086574379,0.10678090753033756,9,0.74587909390684215,0.8879679704084993,0.0026367359971999254
56,0.8540378488244341,0.012127164772246034,9,0.9754621622385458,0.8052973748184741,0.0034650066377624753
78,0.8528512048634,0.06643139456864446,3,0.6078986941603943,0.7024339724332094,0.003733394187481002
98,0.8523386801435582,0.16531235334230587,4,0.8038449195679277,0.8593422801233828,0.0024297236842807535
87,0.8518118728484583,0.24156927790725605,10,0.8406832777662203,0.774704595375806,0.002331649807874547
96,0.8517970409433824,0.1915623179357499,5,0.960528748552315,0.8281111752614378,0.0026283291162136394
42,0.8516406650552992,0.2330765859456733,8,0.8036910885944962,0.6637144231237471,0.0017262804720823944
26,0.8504927488464074,0.17421959615079688,5,0.7249644894851371,0.7246443271636963,0.001614051000710862
61,0.8503272174613639,0.2161685410887003,8,0.8020073966355994,0.6770559811033309,0.0020537577966670845
50,0.8500734270856222,0.17408863209886477,4,0.6237349062925205,0.6971634509041905,0.0026485632905310064
8,0.8496340547864938,0.39918675028020517,2,0.9913957385579124,0.5521436520852149,0.0034407577078391957
95,0.8485993005200323,0.5137591630360112,2,0.8965493704658002,0.7070898143574595,0.002956674979944976
83,0.8481566322419981,0.31369090364314617,5,0.9929024003213271,0.5018299262970686,0.002043564298479358
77,0.8477146048487512,0.29476151049137117,4,0.8217335278633981,0.7695092333480715,0.0030924079240288267
6,0.8470927634952026,0.07671054234029724,2,0.44889644668437545,0.68893261263147,0.003833526246336204
22,0.8470603530359628,0.0870922113279812,4,0.16530001964420082,0.621524891257286,0.002784381039949796
5,0.8461019556141508,0.14473621369106696,8,0.4569210471352563,0.7938184255734086,0.0015966605440250155
76,0.8460384164652457,0.30234050179133193,2,0.4257719798944891,0.8167271011509001,0.0036883359322913353
7,0.8444633963231525,0.1378610907820985,2,0.21523423024918886,0.5550156250596047,0.0036385792952358426
63,0.8444041602578188,0.2362430544081144,5,0.7712851057294756,0.5884944714605809,0.0026854083166562162
74,0.8435422617739691,0.47559516743524,2,0.6248324408661574,0.5653570218011736,0.002727469268170785
60,0.84329021094265,0.4909544786135666,9,0.841825839295052,0.7938092838972808,5.985286940140382e-4
84,0.8422088551966601,0.39992643712088466,2,0.5082255495013669,0.6829299129545688,0.002771779511582892
20,0.8421803816011133,0.27340293042594566,6,0.6746569566661492,0.7223705276846886,0.0037649995383795647
40,0.8419876583900974,0.22976689393399283,4,0.4599038433516398,0.5239158951677382,0.0026072609867261666
93,0.8412153006665202,0.36187202532775703,4,0.8305586954113096,0.8819841543212533,0.0031241625601584827
89,0.840592177543397,0.1277949451492168,10,0.3140015139244497,0.8006170647218824,0.0029864617194223205
28,0.8398867465026002,0.7506140669877641,2,0.916864781966433,0.6373290597461164,0.0027445144418646004
45,0.8388529993408043,0.6285926757007837,9,0.9025637644343079,0.7168352013453841,0.001663223513237877
92,0.8386242034717645,0.7735183521616272,10,0.8611397409811616,0.5632798387669027,0.002274685294485174
14,0.8384459459459459,0.42850179250352083,5,0.8758846923941747,0.7778856842778623,0.003149811359173008
66,0.8372064747674504,0.6175824300665408,7,0.8689267591107637,0.637435530219227,0.0019172075694963778
35,0.8341771039332014,0.011175874250475318,3,0.756270827841945,0.784952432755381,0.003783432463381669
58,0.8340201787153007,0.23207371706841515,7,0.36663154282141475,0.7681537156924605,0.0023632253704436866
37,0.8339289899655753,0.020929995093028994,2,0.3736860934644938,0.6600491866469383,0.0034260999773910077
4,0.8334959349593496,0.4821222242084332,9,0.6363998184446246,0.5358785616233945,0.002918847839353281
29,0.8334058448692595,0.4564410061528906,8,0.5681064162403345,0.8402089583687484,0.0020960448384189966
39,0.8329900937522888,0.5280140918772668,4,0.7972275071777404,0.8945385864004494,6.327967022874423e-4
88,0.8329876217681096,0.36874695277074354,10,0.5149825453059748,0.7669087116606534,0.002006932185045315
16,0.8328198930637954,0.544295687393751,2,0.3515382613055408,0.7439288509078323,0.0027436636494852147
48,0.8325107119314437,0.703660635096021,10,0.7915002845460549,0.8954519608058036,0.0018915004011663427
73,0.8323223833589687,0.3937169793760404,7,0.547952332906425,0.6977698138915003,0.0021824902267451544
57,0.8317833992529114,0.4469811014900915,4,0.6340460716979578,0.5322989297099412,7.804536834525802e-4
85,0.8317803779389145,0.38788866508286446,8,0.4802007566206158,0.8149759586900474,0.004226544586598944
71,0.831056361239288,0.6181886325427332,4,0.8678279133979231,0.5112741311080754,0.002432428721021052
44,0.8299929502673405,0.8858364084945061,8,0.7833921494195237,0.6753127499483526,0.003396466514392932
47,0.8290509411850875,0.47613590125460176,4,0.6657841023756191,0.5615332426503301,0.003650199037867236
86,0.8289839229473376,0.1803502294723876,7,0.22692051916383207,0.6353694008663296,0.0011619015567207074
21,0.8289332014941772,0.2048276433092542,4,0.16627722738776357,0.7631511851213872,0.002131898801227511
3,0.8284160990258551,0.6223167961719446,7,0.7107007114915177,0.5934154574759305,0.003318571642770351
52,0.8283078810517834,0.29539197149453683,6,0.37574680845718833,0.6874710102565587,0.0013043628017675333
10,0.8277648685270637,0.6240038946410641,3,0.6628382950788364,0.7906170967966318,0.0017837792814043942
33,0.8262820442393612,0.9562509744893759,10,0.7673724371008575,0.5544152630493044,0.0034015326185967486
99,0.8257948802460998,0.690631035012193,4,0.7991311323130503,0.8977603091858328,0.0032206750053743504
90,0.8250065919578115,0.23144888908136638,9,0.2740454129641876,0.5012449502944947,0.0026548555976279417
53,0.8245821431187285,0.9038007872458548,10,0.8212750335689634,0.6173235608264804,0.002206730030543983
55,0.8245297736761151,0.8272927817865274,5,0.9039293497567996,0.7854938743636013,0.001807848000000097
15,0.824100747088552,0.4151947881584056,5,0.42781989655923103,0.5931351225823164,0.0033266936877803855
36,0.8236304292096975,0.3736064846417867,2,0.1498691802378744,0.7046491685323417,0.0031802321602743978
19,0.8233521021021021,0.5512481456808745,9,0.47301759761758155,0.6383484833873808,0.00189511847572541
59,0.8231872116018457,0.548526943193283,2,0.30107806071173404,0.6776913507841528,0.0017614647466222598
41,0.8213112502746649,0.9853095358400605,2,0.6171425339998677,0.5914911410771311,0.00286441063027749
54,0.8201868636929612,0.5261997305322439,6,0.5381553272716701,0.8263761222362518,0.0026904985251226384
