variable,median_importance,q1,q3,iqr,mean_importance
PHQ4_4_Nearly every day,0.0038059203956905675,0.003645533813253177,0.003987250041472094,3.4171622821891744e-4,0.003824897643920569
PHQ4_1_N/A,0.00299214390148947,0.002852671670809362,0.0031294481756216487,2.7677650481228687e-4,0.0029940569529754066
state_Tasmania,0.00235326685136381,0.0020976932586338343,0.0026227937828905146,5.251005242566803e-4,0.0023696799763137082
WCRex2_Don't know,0.002168365908005566,0.002023574515846877,0.002374022130228595,3.5044761438171807e-4,0.0021882472200814036
PHQ4_2_N/A,0.00194046769637161,0.00186048177844365,0.002064726763458836,2.0424498501518586e-4,0.001955463433470145
i11_health_Somewhat unwilling,0.0016801531661706783,0.0015559822988605652,0.001793931815552723,2.379495166921577e-4,0.0016864359770415328
d1_comorbidities_Prefer_not_to_say,0.0016618798770520016,0.0015276296260852678,0.0018836540270940208,3.5602440100875304e-4,0.0017074671448581399
PHQ4_3_N/A,0.0013588817265087047,0.0012698344641837013,0.001430519643558345,1.6068517937464365e-4,0.00135748934593343
i11_health_Not sure,9.92784115834356e-4,8.920725720291315e-4,0.001095911265397807,2.0383869336867554e-4,0.0010100460298870663
state_Northern Territory,9.455241129352181e-4,7.793160835661225e-4,0.0011106361645095758,3.313200809434533e-4,9.580973165980214e-4
PHQ4_3_Prefer not to say,8.039701660282304e-4,6.672522518690611e-4,9.506231961804269e-4,2.833709443113658e-4,8.190782058167242e-4
PHQ4_4_Prefer not to say,6.1594368193221e-4,5.105858154751432e-4,7.308220647405005e-4,2.2023624926535733e-4,6.191089530392445e-4
PHQ4_4_N/A,5.66388315351865e-4,5.101825987248702e-4,6.17741035834769e-4,1.0755843710989873e-4,5.651604495805578e-4
PHQ4_1_Prefer not to say,4.320937913204454e-4,3.662790488263171e-4,5.20374951474753e-4,1.5409590264843596e-4,4.4749426951050955e-4
PHQ4_2_Prefer not to say,3.844622322299564e-4,3.3373689004934245e-4,4.330750993958313e-4,9.933820934648885e-5,3.8741201707446506e-4
