number,value,learning_rate,max_depth,subsample,colsample_bytree,std_err
9,0.8946781637575735,0.012556871608830988,9,0.6253058859612792,0.6211576770059765,0.0019386973462805995
32,0.8934986989800764,0.08075425060465931,9,0.8540226349374279,0.550352993234992,0.0020210502651447
56,0.8928206491804525,0.012127164772246034,9,0.9754621622385458,0.8052973748184741,0.0016215266311366465
82,0.8881928880743006,0.10678090753033756,9,0.74587909390684215,0.8879679704084993,0.002731916384127446
98,0.8863880196957322,0.16531235334230587,4,0.8038449195679277,0.8593422801233828,0.0026639763653795987
96,0.8857676611080512,0.1915623179357499,5,0.960528748552315,0.8281111752614378,0.0020496688800538923
87,0.8849810248143435,0.24156927790725605,10,0.8406832777662203,0.774704595375806,0.0021525333694593033
26,0.8848158451406432,0.17421959615079688,5,0.7249644894851371,0.7246443271636963,0.0018594140171883146
61,0.8848010365425159,0.2161685410887003,8,0.8020073966355994,0.6770559811033309,0.001861878512898717
50,0.884365088032516,0.17408863209886477,4,0.6237349062925205,0.6971634509041905,0.0025928376449122588
42,0.8837873152931568,0.2330765859456733,8,0.8036910885944962,0.6637144231237471,0.0018200970785823513
63,0.8831063868682456,0.2362430544081144,5,0.7712851057294756,0.5884944714605809,0.002476432503915186
5,0.882310254078745,0.14473621369106696,8,0.4569210471352563,0.7938184255734086,0.0025049429227930776
77,0.8812447472507645,0.29476151049137117,4,0.8217335278633981,0.7695092333480715,0.0018878384679499663
83,0.8809919030502744,0.31369090364314617,5,0.9929024003213271,0.5018299262970686,0.0018042702470707928
22,0.8808277917323507,0.0870922113279812,4,0.16530001964420082,0.621524891257286,0.0016560024428118431
78,0.880351275379385,0.06643139456864446,3,0.6078986941603943,0.7024339724332094,0.0021335545772442283
89,0.8799090651174717,0.1277949451492168,10,0.3140015139244497,0.8006170647218824,0.0023766082377327117
40,0.8789043061860173,0.22976689393399283,4,0.4599038433516398,0.5239158951677382,0.002101006113334024
60,0.8773618378568309,0.4909544786135666,9,0.841825839295052,0.7938092838972808,0.0023273445455930597
20,0.876954200774914,0.27340293042594566,6,0.6746569566661492,0.7223705276846886,0.001929604914835723
93,0.8767494325843763,0.36187202532775703,4,0.8305586954113096,0.8819841543212533,0.0019228531977348443
45,0.8762062033484644,0.6285926757007837,9,0.9025637644343079,0.7168352013453841,0.002887811672468287
95,0.8759631227327116,0.5137591630360112,2,0.8965493704658002,0.7070898143574595,0.0019349185560956661
8,0.875855634270954,0.39918675028020517,2,0.9913957385579124,0.5521436520852149,0.002180073008174907
28,0.8742595404170861,0.7506140669877641,2,0.916864781966433,0.6373290597461164,0.002265663706514657
76,0.8735013936107576,0.30234050179133193,2,0.4257719798944891,0.8167271011509001,0.002448191331052554
84,0.8732978421587434,0.39992643712088466,2,0.5082255495013669,0.6829299129545688,0.002250097446264312
14,0.8727194462118478,0.42850179250352083,5,0.8758846923941747,0.7778856842778623,0.0023212386034194895
74,0.8723159341702912,0.47559516743524,2,0.6248324408661574,0.5653570218011736,0.0028786395849054575
88,0.870924697536609,0.36874695277074354,10,0.5149825453059748,0.7669087116606534,0.0016903066851596692
92,0.8708969796395131,0.7735183521616272,10,0.8611397409811616,0.5632798387669027,0.0012462148138804767
48,0.8708692320658676,0.703660635096021,10,0.7915002845460549,0.8954519608058036,0.0027930909383631817
57,0.870769637566238,0.4469811014900915,4,0.6340460716979578,0.5322989297099412,0.0026501584755713203
39,0.8705487846859509,0.5280140918772668,4,0.7972275071777404,0.8945385864004494,0.001406515774015114
7,0.8701225404075896,0.1378610907820985,2,0.21523423024918886,0.5550156250596047,0.0019812721737818054
4,0.8699428489012554,0.4821222242084332,9,0.6363998184446246,0.5358785616233945,0.0025741126657605837
66,0.8694454105809956,0.6175824300665408,7,0.8689267591107637,0.637435530219227,0.0026548097524829494
6,0.8687556385443771,0.07671054234029724,2,0.44889644668437545,0.68893261263147,0.0026165042346009233
47,0.8686956622381341,0.47613590125460176,4,0.6657841023756191,0.5615332426503301,0.002418568559835287
58,0.8681256647547055,0.23207371706841515,7,0.36663154282141475,0.7681537156924605,0.001969780196875812
10,0.8677550343298323,0.6240038946410641,3,0.6628382950788364,0.7906170967966318,0.001978302489509769
52,0.8676499199920229,0.29539197149453683,6,0.37574680845718833,0.6874710102565587,0.0027626740765574515
53,0.8674976199407418,0.9038007872458548,10,0.8212750335689634,0.6173235608264804,0.002463310246426586
16,0.8672532632333669,0.544295687393751,2,0.3515382613055408,0.7439288509078323,0.0027373910892937807
71,0.8671177304324704,0.6181886325427332,4,0.8678279133979231,0.5112741311080754,0.002326025440079742
85,0.8670676957702608,0.38788866508286446,8,0.4802007566206158,0.8149759586900474,0.002771129194463102
29,0.866553549552715,0.4564410061528906,8,0.5681064162403345,0.8402089583687484,0.0014719209017637896
86,0.8657088659284724,0.1803502294723876,7,0.22692051916383207,0.6353694008663296,0.0019378469468926689
73,0.8655768646369489,0.3937169793760404,7,0.547952332906425,0.6977698138915003,0.0028266010409960913
21,0.865473293479706,0.2048276433092542,4,0.16627722738776357,0.7631511851213872,0.002093481349396437
3,0.8646914647869935,0.6223167961719446,7,0.7107007114915177,0.5934154574759305,0.001534827263765323
59,0.864136424284439,0.548526943193283,2,0.30107806071173404,0.6776913507841528,0.0017446965286075989
33,0.8638857761486012,0.9562509744893759,10,0.7673724371008575,0.5544152630493044,0.0019910180014693366
70,0.8631104169436478,0.17569344077259302,6,0.15629463782534003,0.6424721128307282,7.035911697760885e-4
36,0.8629922746006723,0.3736064846417867,2,0.1498691802378744,0.7046491685323417,0.0024079905452337154
90,0.8629578794799719,0.23144888908136638,9,0.2740454129641876,0.5012449502944947,0.0016635459631334862
99,0.8622558213519211,0.690631035012193,4,0.7991311323130503,0.8977603091858328,0.0016585965742304922
