number,value,tree_depth,min_n,cost_complexity,std_err,.config
46,0.23754798832923832,12,8,1.7587821977937238e-4,0.003948313725980265,iter26
47,0.23754798832923832,12,8,1.7756611534994405e-4,0.003948313725980265,iter27
48,0.2375520102082602,12,8,1.656115304052843e-4,0.003948891427740074,iter28
49,0.2374437851000351,12,8,1.8651599465244426e-4,0.0039303082747577595,iter29
50,0.2375520102082602,12,8,1.6865130628850223e-4,0.003948891427740074,iter30
51,0.2375520102082602,12,8,1.6844272772259872e-4,0.003948891427740074,iter31
52,0.23754798832923832,12,8,1.7880216170876336e-4,0.003948313725980265,iter32
53,0.23754798832923832,12,8,1.7510598105712331e-4,0.003948313725980265,iter33
54,0.23512654293904295,12,9,7.997004433819121e-5,0.0035866258639138783,iter34
55,0.2375520102082602,12,8,1.694623563950331e-4,0.003948891427740074,iter35
56,0.2375520102082602,12,8,1.6647107026538814e-4,0.003948891427740074,iter36
57,0.2375520102082602,12,8,1.6792714610090723e-4,0.003948891427740074,iter37
58,0.23754798832923832,12,8,1.7827276643856788e-4,0.003948313725980265,iter38
59,0.2262695426757927,11,8,7.992402726580352e-5,0.004236404304733056,iter39
60,0.2375520102082602,12,8,1.6547684071325196e-4,0.003948891427740074,iter40
61,0.23666993901368902,12,8,9.812097472717827e-5,0.0037057961441210895,iter41
62,0.2374437851000351,12,8,2.0037349918060207e-4,0.0039303082747577595,iter42
63,0.235317765005265,12,9,1.7793427277932206e-4,0.0038802962673880597,iter43
64,0.2375520102082602,12,8,1.7113724028057283e-4,0.003948891427740074,iter44
65,0.2375520102082602,12,8,1.6692904953580256e-4,0.003948891427740074,iter45
66,0.2372749575874576,12,8,1.6055421750181686e-4,0.0037302378315533726,iter46
67,0.23526913683163683,12,9,1.0345576861174328e-4,0.004056347068023264,iter47
68,0.21659134784134784,12,8,4.927059227756136e-4,0.003888423073233498,iter48
69,0.23754798832923832,12,8,1.785413832330077e-4,0.003948313725980265,iter49
70,0.2375520102082602,12,8,1.702046517710896e-4,0.003948891427740074,iter50
71,0.23325965982215982,12,8,2.0720472843519352e-4,0.0037321442149569123,iter51
72,0.2323153409090909,12,8,2.823155745061514e-4,0.0033550922380401666,iter52
73,0.23666993901368902,12,8,9.200007002977342e-5,0.0037057961441210895,iter53
74,0.2372749575874576,12,8,1.4338758979886041e-4,0.0037302378315533726,iter54
75,0.2374437851000351,12,8,1.9963637261337957e-4,0.0039303082747577595,iter55
76,0.23485735126360127,12,9,8.659994939871419e-5,0.003800409401412287,iter56
77,0.23733482874107872,12,8,1.3055682979756425e-4,0.004040395906400057,iter57
78,0.23514793202293202,12,9,1.51787289743708e-4,0.0037357384964752114,iter58
79,0.23683584152334153,12,8,8.020311503180291e-5,0.00357019674966517,iter59
80,0.23754798832923832,12,8,1.8335540953277784e-4,0.003948313725980265,iter60
81,0.22627630674505675,11,8,1.8370041983319953e-4,0.004462080259158849,iter61
82,0.23733482874107872,12,8,1.3297596231655524e-4,0.004040395906400057,iter62
83,0.23733482874107872,12,8,1.0179097931614589e-4,0.004040395906400057,iter63
84,0.22633690914940915,11,8,1.0987362498624618e-4,0.0046947307495170945,iter64
85,0.23754798832923832,12,8,1.754336882632324e-4,0.003948313725980265,iter65
86,0.23754798832923832,12,8,1.8032699819168295e-4,0.003948313725980265,iter66
87,0.2375520102082602,12,8,1.7318568516799107e-4,0.003948891427740074,iter67
88,0.2374437851000351,12,8,1.9393913186292798e-4,0.0039303082747577595,iter68
89,0.23733482874107872,12,8,1.0331547574535599e-4,0.004040395906400057,iter69
90,0.2372749575874576,12,8,1.5232846215097439e-4,0.0037302378315533726,iter70
91,0.23754798832923832,12,8,1.820919200277232e-4,0.003948313725980265,iter71
92,0.2372749575874576,12,8,1.6238300078054332e-4,0.0037302378315533726,iter72
93,0.23754798832923832,12,8,1.7595814903970385e-4,0.003948313725980265,iter73
94,0.23754798832923832,12,8,0.00018055496481779421,0.003948313725980265,iter74
95,0.2375520102082602,12,8,1.716798655540998e-4,0.003948891427740074,iter75
96,0.23519838832338832,12,9,1.96361329051896e-4,0.003878106428698056,iter76
97,0.2375520102082602,12,8,1.730591072450407e-4,0.003948891427740074,iter77
98,0.2372749575874576,12,8,1.5624269034438678e-4,0.0037302378315533726,iter78
99,0.23754798832923832,12,8,1.8412315573925134e-4,0.003948313725980265,iter79
100,0.2372749575874576,12,8,1.3950316611280105e-4,0.0037302378315533726,iter80
