variable,median_importance,q1,q3,iqr,mean_importance
i2_health,449.2290453126179,444.10318411650746,452.81879925673013,8.715615140222667,448.45859611512503
r1_1,312.9840715608452,310.1913569725286,315.97799002342833,5.786633050899752,313.06075224572214
week_number,146.03312416300918,144.65907797958695,147.66192308928564,3.002845109698683,146.1238214040789
age,128.6872558741797,127.65177397502683,130.04877340212968,2.3969994271028554,128.7557881506069
state_New South Wales,105.46471704655832,103.58017388566182,107.0356614544277,3.455487568765875,105.35877051342509
r1_2,98.38861045341103,96.94490233908867,99.51626677864827,2.571364439559602,98.27028519847549
cantril_ladder,81.59204862739202,80.74683345717824,82.365583577675,1.618750120496756,81.62408954848667
household_size,62.073749745327376,61.335255536891886,62.8139961945149,1.478740657623014,62.062835684273324
i9_health_Yes,54.50786605887947,53.122756178100474,55.76573637220051,2.6429801941000335,54.396988124746706
i9_health_Not sure,46.976703406655695,45.47272878807635,48.13640473534242,2.6636759472660643,46.81004460448242
i11_health_Very willing,46.06248674222347,44.94930659412546,47.01287096723817,2.063564373112712,46.048441380305285
state_Western Australia,33.6243422362893,32.4098854086745,34.91973857111784,2.509853162443342,33.64363945508002
state_Victoria,31.30704682418282,30.440600586996965,32.11643961254078,1.6758390255438158,31.274938642561263
gender_Male,20.92158006357009,20.51455241362702,21.324777603595045,0.8102251899680262,20.943722586515793
PHQ4_1_Nearly every day,18.41777508171058,17.89843957024537,18.99765661796296,1.099217047717591,18.448398225763217
WCRex2_A lot of confidence,18.074269911120926,17.69473738407105,18.484249587110938,0.7895122030398873,18.078582678621096
employment_status_Unemployed,17.728389860375415,17.28540244469083,18.036195068028594,0.7507926233377624,17.702551926763707
d1_comorbidities_No,17.52681321007282,17.177827338279197,17.99035332575804,0.8125259874788426,17.577932836308076
employment_status_Part time employment,17.252666681914057,16.87548599126209,17.68765385932803,0.8121678680659414,17.316513736836562
state_Queensland,16.90813404274875,16.352453890902954,17.314369850289147,0.961915959386193,16.870900224741
PHQ4_4_Not at all,16.866567961042506,16.46552786452044,17.27324775815864,0.8077198936382004,16.90591586419788
WCRex1_Very well,16.619366674247086,16.28812096684858,16.994497189661054,0.706376222812473,16.631712009180784
state_South Australia,16.581146435142863,16.06008514422046,17.025441946482534,0.9653568022620753,16.54843605393386
i11_health_Somewhat willing,16.501752118063546,16.107985842269958,16.852773733871693,0.7447878916017352,16.493110285664706
d1_comorbidities_Yes,16.00969538274566,15.677481146173998,16.361508319387447,0.6840271732134493,16.031836218251645
PHQ4_4_Nearly every day,15.80196037229592,15.367339813080285,16.4095835695777,1.0422437564974132,15.859496125461618
PHQ4_1_Not at all,15.464804668684973,15.083981277388474,15.986747806197986,0.9027665288095115,15.533365705309034
employment_status_Not working,15.284085781314388,14.893010867953798,15.622034230858384,0.7290233629045861,15.248304449953688
WCRex1_Somewhat well,14.957504972580526,14.603877491271792,15.300786930889782,0.6969094396179898,14.963984477075401
employment_status_Retired,14.861600006314188,14.570227393496754,15.231370935769224,0.6611435422724696,14.92077268186797
state_Tasmania,14.786960054137783,14.227499806750881,15.331764046409642,1.104264239658761,14.783561332696271
WCRex2_Not very much confidence,14.52810166606929,14.241468967095486,14.870275278382906,0.6288063112874198,14.572148502648576
PHQ4_2_Not at all,14.248322368349804,13.96832561637025,14.641296428791655,0.672970812421406,14.321250683182253
PHQ4_3_Nearly every day,14.017831809944813,13.568441910788767,14.418993097505282,0.8505511867165154,14.028852973625673
WCRex1_Very badly,13.657199876169038,13.25194927870284,14.004489661156757,0.7525403824539172,13.678262148120693
PHQ4_3_Not at all,13.450653617010513,13.225803825924618,13.765326221998809,0.5395223960741902,13.49241912608631
i11_health_Very unwilling,13.29031544919976,12.79557260728303,13.810126883853984,1.014554276570955,13.357406643031569
PHQ4_3_Several days,13.150734889045147,12.864814544938309,13.514757453368734,0.6499429084304253,13.177758887331663
PHQ4_4_Several days,13.044183720576058,12.706316564414703,13.343216861284468,0.636900296869765,13.032687815031961
PHQ4_2_Nearly every day,12.830277552424226,12.533982497968982,13.294335763282618,0.7603532653136362,12.915492745209553
WCRex1_Somewhat badly,12.788955534104879,12.480261581426833,13.14777043069578,0.6675088492689483,12.8287704213073
PHQ4_1_Several days,12.506254115035851,12.211885636924196,12.845031045513135,0.6331454085889394,12.534195275992666
PHQ4_2_Several days,12.299574825612636,12.026550098342302,12.646788165292332,0.62023806695003,12.323562581884099
i11_health_Somewhat unwilling,10.658551321489014,10.291943444365861,11.050181773059407,0.7582383286935457,10.691257826106725
WCRex2_Don't know,9.087158274013603,8.780768367169054,9.414338870170791,0.6335705030017369,9.138870433899557
WCRex2_No confidence at all,8.628115989638477,8.387526621980278,8.823327086974512,0.43580046499423375,8.617103607145784
state_Northern Territory,8.57033305738231,8.172792120639954,8.914204757043773,0.7414126364038189,8.563406197530187
i11_health_Not sure,7.060865805306728,6.768689614307174,7.457109109711504,0.6884194954043297,7.107975246610091
d1_comorbidities_Prefer_not_to_say,7.053508987623941,6.803053466190189,7.222685403915381,0.41963193772519247,7.029124480556381
PHQ4_3_N/A,6.060546135789972,5.818470941951028,6.259976294802135,0.4415053528511068,6.030001780153658
PHQ4_2_N/A,5.795277433307124,5.5785124389427665,6.028560528522166,0.4500480895793997,5.804790019453363
PHQ4_1_N/A,5.7671601056235176,5.499066363852476,5.967627186602542,0.4685608227500655,5.750183263558353
PHQ4_4_N/A,5.711713293079632,5.498836893690505,5.935900478840161,0.43706358514965515,5.727081164016245
PHQ4_2_Prefer not to say,4.4834728174621175,4.268416812660579,4.661439609637815,0.3930227969772355,4.476683968298258
PHQ4_4_Prefer not to say,4.282226597381348,4.092201663990833,4.482179915475532,0.389978251484699,4.3105065119560715
PHQ4_3_Prefer not to say,3.839610198810763,3.663158417554159,4.079619221705418,0.41646080415125875,3.88882680586418
PHQ4_1_Prefer not to say,3.3543155697701246,3.2027058109780793,3.559091392464311,0.35638558148623156,3.383889539376277
