number,value,learning_rate,max_depth,subsample,colsample_bytree,std_err
32,0.8382380909680945,0.08075425060465931,9,0.8540226349374279,0.550352993234992,0.002840478379363953
9,0.836499730989957,0.012556871608830988,9,0.6253058859612792,0.6211576770059765,0.002797738429728952
98,0.8345526427034228,0.16531235334230587,4,0.8038449195679277,0.8593422801233828,0.0025708842042783966
56,0.834456268788003,0.012127164772246034,9,0.9754621622385458,0.8052973748184741,0.0026965121377297637
82,0.8343033920885428,0.10678090753033756,9,0.74587909390684215,0.8879679704084993,0.001991539001957431
96,0.8341667734166838,0.1915623179357499,5,0.960528748552315,0.8281111752614378,0.002559205809282342
26,0.832874468384915,0.17421959615079688,5,0.7249644894851371,0.7246443271636963,0.0028561001984430206
50,0.8321620614709299,0.17408863209886477,4,0.6237349062925205,0.6971634509041905,0.003615923509103079
63,0.8294502694370431,0.2362430544081144,5,0.7712851057294756,0.5884944714605809,0.0022169085923940575
77,0.8290286709195873,0.29476151049137117,4,0.8217335278633981,0.7695092333480715,0.0032439979385570244
83,0.8285807691979231,0.31369090364314617,5,0.9929024003213271,0.5018299262970686,0.0026403029895344663
8,0.8276397250973561,0.39918675028020517,2,0.9913957385579124,0.5521436520852149,0.002335716991563332
22,0.8272707116383139,0.0870922113279812,4,0.16530001964420082,0.621524891257286,0.0034014825615576224
78,0.8272147853043657,0.06643139456864446,3,0.6078986941603943,0.7024339724332094,0.0026463379850128143
95,0.8269305100088816,0.5137591630360112,2,0.8965493704658002,0.7070898143574595,0.003030248096869268
93,0.8268843086014894,0.36187202532775703,4,0.8305586954113096,0.8819841543212533,0.0034611374963950245
40,0.8258770367903259,0.22976689393399283,4,0.4599038433516398,0.5239158951677382,0.002950326751697882
61,0.8258298319327732,0.2161685410887003,8,0.8020073966355994,0.6770559811033309,0.0025665675133831134
87,0.825794849952176,0.24156927790725605,10,0.8406832777662203,0.774704595375806,0.0035561298308853704
