i2_health,age,household_size,cantril_ladder,r1_1,r1_2,protective_behaviour_nomask_scale,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.043743436551799436,0.06578836256338563,0.024437783977790603,0.026965464846106957,0.03091512385296166,0.029953409103512855,0.19742125598388352,0.19414366190422863,0.01171467865137177,0.0016054393318653336,0.06821945549661611,0.011933703334958655,0.007478003040848468,0.04023353243565594,0.0680812405445974,0.010174132854238509,0.0037697811543634034,0.012124460232390461,0.005940866707692731,0.00636403918143602,0.004670966704604992,0.004252221626430719,7.688717914557617e-4,8.83347473231187e-4,0.004362660607868881,0.0034320637474915157,0.02729592480705981,0.004166921175399809,0.005146461600929829,0.0055541730183231025,0.005411300066222426,0.008435023906675531,0.001158331481695408,0.00422717755416493,0.005108039828417298,0.002601393574496246,0.0021789625180085553,0.003976605170578004,1.1816974048153201e-4,0.0034568241814833677,9.476481380083389e-4,0.002181749297031199,0.004079643963486713,1.6340237704701895e-4,0.003547421412374112,9.822429705815424e-4,0.0027168409482282744,0.0038040232860410833,3.9638254193901604e-4,0.003533661657968615,2.896454687312864e-4,0.0015973935034695286,0.0037923819797299626,1.6351975711875714e-4,0.003475402884200696,0.005936607120442063,8.388500369661079e-4,0.0033399103319126863
0.04545605878954186,0.06745419931314914,0.02335058283489478,0.027098022564972516,0.03154645549614344,0.02883650593002583,0.19735784865986092,0.19715996482600795,0.012551969623929559,3.401405252854262e-4,0.06986356621079357,0.01125772714967348,0.0060995376621215255,0.04095187804743162,0.06751515833250235,0.009358817339552941,0.004278473411930754,0.012364869690086253,0.00565980904260328,0.006319874720839606,0.004091229563901599,0.0038449059389279116,6.942587485198244e-4,8.885478619738158e-4,0.003799268164841288,0.002663783410183489,0.025531722206390103,0.004483106586031488,0.0046590313613344555,0.005895536822401807,0.005784774092003191,0.007511232917513663,0.0014344727442531314,0.004053518562276545,0.0049077605210661596,0.0025903824740297465,0.0024477509788646346,0.004050041376149131,2.872610076500004e-4,0.0037591181964876383,9.309789093512593e-4,0.002526138502379947,0.0037443028709633177,1.227435292358118e-4,0.003784070722340748,5.788030052512794e-4,0.0024576400512867883,0.003844780307850973,2.7299104114573844e-4,0.003545972406878404,1.279483303994839e-4,0.0017986233011273566,0.0032628370480507645,4.649485031907547e-4,0.003150680883565936,0.00655537787958581,6.994268610341436e-4,0.003932572140215054
0.045143034807975053,0.06600218818929363,0.023654348840491553,0.02853141062642944,0.031905906243264774,0.03108272592846863,0.19548792025028733,0.19660371336084712,0.01207383719314053,8.317038528783088e-4,0.06698385121567811,0.011641119377845002,0.007541537497738724,0.04104332548785852,0.07013191858422119,0.008327837621469745,0.005127946930742453,0.012689302929909715,0.004703705455963313,0.00556241941593116,0.004698889592766098,0.003538464304897917,5.348917244628841e-4,0.0010205984509206677,0.004132902439976038,0.0026508011880564905,0.026332805037383663,0.004701645351334827,0.00519527422541319,0.005157618862054324,0.005711214580294131,0.00693848820957139,9.606623477121081e-4,0.003932505656917751,0.005504323096217666,0.002432430887354406,0.002254004077467928,0.0032361831832327524,6.544850077480678e-5,0.003622731115311114,6.728108450173071e-4,0.0022604042517016458,0.003983985628330557,1.0540848934483964e-4,0.0032038837232798213,8.466389531703157e-4,0.0027727431097640254,0.004138462931993467,1.8743367868933288e-4,0.0030212074209854784,2.1642842038062724e-4,0.002366504379573182,0.003428803492607795,5.302697530787831e-4,0.0036564461072787105,0.00638790734281371,0.0010883222841356907,0.0034407025453002675
0.04303752327575339,0.06571450480188354,0.023765736646677145,0.028358985591251044,0.03243102743122887,0.028585333343709687,0.19697426565435264,0.19786753236687507,0.012410138635666305,6.283354464175808e-4,0.06548150817289401,0.010524272393229698,0.009514520075119541,0.04218219688703515,0.06758398079054632,0.010157896843975103,0.003958927536750235,0.01210206519743841,0.005269273836528826,0.0055636348936028935,0.0049014748896862225,0.0035768533100796773,5.979043656737198e-4,0.00101213431148823,0.004270158873607628,0.00322935631268896,0.025707901229131143,0.004743622850772572,0.005126163070701109,0.00559814275343183,0.005790449698395102,0.00836916795523982,0.0012892620906217627,0.0037906523406849575,0.005224747651191132,0.0023686048092798175,0.00301842472923363,0.004390285845830011,1.7070703218813142e-4,0.0031394911015010752,8.329535493417597e-4,0.0022801431380126986,0.004153796120787909,6.217993697106592e-5,0.003429919281385358,7.771730310938544e-4,0.0022408662608185805,0.0039652692813610954,1.12286569464661e-4,0.00376198793040352,8.317022349884712e-5,0.0015327204006373761,0.0033796526416009355,2.3472484176973054e-4,0.0036349160700238693,0.0065425088039184195,5.825625967303452e-4,0.003966004279817999
0.043522110248278005,0.06403441518007078,0.023550098146966496,0.02698610202220189,0.031553282108586884,0.03090336623396301,0.1976631526955492,0.19524650615471803,0.01179720759538174,8.324671134731962e-4,0.07095194536421263,0.012642131106662067,0.008786030948048142,0.038396463761002565,0.0713638093826557,0.00920901426661459,0.004102091098145884,0.011315009499251178,0.00607152561515977,0.005823954445327418,0.005118994189224749,0.0032254091461360068,5.340728633158019e-4,0.0010071570424329797,0.003723385837864758,0.0035496145050235017,0.026989650757425574,0.004527079799822332,0.004614627034570921,0.0052740843497583595,0.0056815714542705455,0.007887817930145029,0.0011101074396682997,0.00409311178651398,0.004412771645474224,0.002555305098446271,0.002684925075915106,0.0038874352904432036,2.007857241204811e-4,0.003580609040456979,8.368321078472979e-4,0.0021375380676817123,0.00401994388359367,1.9431435967331653e-4,0.003504298589197999,7.360142576122121e-4,0.0028314136628149397,0.003845865408140269,7.7332520325478e-5,0.0037075076711624603,1.9754760530241996e-4,0.0017085495315334663,0.003227621047091566,2.6347497016710565e-4,0.003365714578203181,0.005866442331063737,5.075637690483671e-4,0.003562826642242506
0.04360951636176179,0.06452844040834303,0.023160129683921307,0.027049834307664618,0.03171286958576206,0.02932783243711776,0.1982125954385056,0.2001383252951681,0.012132247969703067,9.61360149293573e-4,0.0702170787706977,0.011842291599640098,0.008877675346089263,0.04082145839285051,0.06803595904716093,0.01006560301559428,0.0037754519269692557,0.011566432106954625,0.005921466805315056,0.0059236559575433076,0.0047157343818459395,0.0031729122462341277,4.549369797727879e-4,8.770470693325069e-4,0.004034949085464098,0.0023522803797135397,0.025913218050940337,0.0043420971416195525,0.004678512479103472,0.004961217808648876,0.005814455676765271,0.0075764243170301625,0.0011392240316923348,0.003516418910845884,0.00497139052540953,0.002446051084071279,0.0024688248452265464,0.004541755718413807,7.565589723775498e-5,0.0033632813976175163,8.623758026143508e-4,0.0024160433851502286,0.004304525553382933,1.4175226070114427e-4,0.0037037053570001632,6.450416634117749e-4,0.002419994120812151,0.004269460965438474,1.0581075382643193e-4,0.0031876587650601297,1.3572355714251553e-4,0.00180170925210651,0.0034550992308408704,5.307022359522336e-4,0.0031358434788999346,0.005696949247244273,5.687793091737687e-4,0.003322212428200859
0.045307908647076275,0.06459478189742308,0.024828704262295418,0.026966893301936287,0.03300073119243982,0.029283570708275246,0.19560914983976813,0.19057890629696744,0.012441901122830218,0.001495191750762621,0.06648931432658753,0.011487697287815821,0.009006135274317739,0.04313280026813158,0.06890641437194284,0.009758272165335221,0.004293508975102787,0.013032937177661059,0.005703217645858653,0.0062176811202973485,0.004404351300691488,0.00355809072066713,3.9759348132703716e-4,0.0014769229664176149,0.004386680358522978,0.0025206966828359672,0.026349506590960747,0.004669284729807603,0.005331375188950065,0.006064469679892602,0.005513696108421292,0.007863041944326632,0.0012502824554596185,0.0035984942470589894,0.005112075543635084,0.0025445597322657815,0.0025488771867421623,0.0037236641056420136,1.0047135453738569e-4,0.003690534104798788,6.265997107779018e-4,0.0023453868216163757,0.0049251283066561605,2.459377230337786e-4,0.003678561884396922,4.496276229569419e-4,0.0028281392093265274,0.004117420460902101,1.173898158899277e-4,0.0033821832823895245,2.30187199728116e-4,0.0018538413817790597,0.0034174533196179723,2.0397122377218083e-4,0.0036223058635033315,0.005834149059288511,0.0012777692768581408,0.0036035617217204286
0.043585945969223626,0.06338325758599817,0.022672217060373787,0.027161821044019062,0.03133647732050821,0.028575750822626277,0.20170618245599625,0.19417946264542957,0.011711893536642953,0.0012036201879001027,0.07000229522984142,0.011980024408763909,0.008745390143110727,0.03982422934976987,0.06871508548369194,0.008729139054922546,0.004100071956106772,0.012745677927596658,0.005971971258514289,0.006265713854025372,0.0058307469170830115,0.004041397248276633,5.932854173722542e-4,7.960047927130096e-4,0.0038447490470694106,0.0034186670435007696,0.026394837346247525,0.004775677036373035,0.004767171140955214,0.005008508258638539,0.005340369516716579,0.007402152125309685,0.0011590581427564318,0.0038810571007451625,0.005011181750194421,0.0020442448139413273,0.002604832625804032,0.0037567775683901663,6.655986456849328e-5,0.0037117802731474487,7.93103694512092e-4,0.0026278570145679622,0.004281308311169538,2.1010386805355217e-4,0.003736243587706538,8.996739063766389e-4,0.0027932552042884747,0.004091602834988208,5.5982726517767544e-5,0.003759780452597952,1.1681129602590334e-4,0.001960620845454793,0.003506435212839844,1.818519305649486e-4,0.003206578627403952,0.006054537440550093,8.299880539918919e-4,0.0038489796675252015
0.04403905010518536,0.06408119256555438,0.023774098443686595,0.02762927031079864,0.03101355889656834,0.030018830934546478,0.19800014655216613,0.19367060308077466,0.01139442545582112,0.0013242252869350702,0.06805797831900495,0.01128174137914245,0.009629976970475792,0.041670949881793935,0.06863631849724765,0.009186732919412537,0.0038479098322870644,0.012206123617116822,0.006042679235576135,0.00655287882335551,0.00613408167783966,0.0034410170662105685,4.1844097294406094e-4,0.0011263482321384188,0.004525509666805514,0.0032970120826492488,0.02626906625633158,0.005114740244971997,0.00470011412793159,0.0059600357939722185,0.005662370874632673,0.0076681576243974895,0.0012130400327105986,0.0035430497164269915,0.005253104553054032,0.0022032542873310166,0.002520714617121435,0.0037487286844958916,1.2241458668121408e-4,0.0031369712106467957,0.0010163850977446555,0.001969091990157956,0.003767276313981311,7.357267804950771e-5,0.0034699927973473287,5.990646941717116e-4,0.002576316394715828,0.003613205269584432,4.992017359980715e-5,0.004075921281446659,2.2635164784266535e-4,0.0021593675139800314,0.003653410366331855,3.1499261715303337e-4,0.003659898721259666,0.005452861435163395,6.312261192559814e-4,0.004574281471471564
0.04509983928516544,0.06641816223714207,0.023717386920155376,0.02760204587637306,0.031213170968462628,0.029246098130048515,0.1949978847684039,0.19349125993198046,0.011873598233023171,0.0012281221422263372,0.06887586460869567,0.011486366863475914,0.006860855938408406,0.04458665603221579,0.06942478803613598,0.009272341255225925,0.004049225709842796,0.013908992716055718,0.005710801692331016,0.0058908071551275545,0.005007670825147566,0.0037831363063651666,5.781456699021462e-4,0.0010100482286030785,0.003964898131373517,0.002449647622589448,0.025293887919135626,0.004537250025206916,0.004183800887859141,0.005796161741246107,0.005709238720182238,0.0081817354315579,0.0010571527772862202,0.003848291584992543,0.005249175384765033,0.002907081170182288,0.003067367715595372,0.00392322442214834,4.6149462333163414e-5,0.0035671750867126216,7.737401022503709e-4,0.00205905477972661,0.004454220168034932,9.57774689814736e-5,0.0039200543574402285,5.612422687779093e-4,0.0023929745589398735,0.003636809247496563,1.1859516820912993e-4,0.003501248361385713,2.1075134551420984e-4,0.002280096319347872,0.003597603903515815,3.3420144312166735e-4,0.003279650561139154,0.005357471706511149,7.044545455486323e-4,0.0036065460803785094
0.04451085738569827,0.06422367175305745,0.024031781012843017,0.028780322752167718,0.031229324196934836,0.029778082627414413,0.1980188256425249,0.19678236739427749,0.012306518917313472,0.0011272421643255938,0.0680100631481735,0.011997467739963323,0.00835461947580692,0.03915144337445553,0.06892794560972466,0.00931278292164908,0.004597063370665029,0.013219315812161864,0.006558645890097627,0.006321870714891317,0.004967402282178357,0.003396584133504308,5.850267595642989e-4,9.86697592409963e-4,0.0035838922950752155,0.0026633989116075733,0.024786940129671427,0.0041766764189923025,0.00479904350837875,0.00495862508422447,0.0057499763432327195,0.008130536560914383,0.0011046607665476335,0.0037642769974067553,0.004917879278714279,0.002698792670522846,0.002588669128811702,0.004106803489731124,9.496617733069823e-5,0.0036198438394535264,8.397720287460061e-4,0.002002495766222886,0.003981125075663655,1.6924475671652766e-4,0.0038034616902881497,5.457103123160139e-4,0.0025192966746700575,0.0037450539989632454,1.445532257638986e-4,0.003426515186682137,1.7227933280246092e-4,0.0017263411221981602,0.003578612348589866,3.956820340010368e-4,0.00316037413864407,0.006115690811820953,7.079073328414926e-4,0.004044979890651041
