number,value,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_lambda,std_err
1,0.7351312628400148,0.650433810565155,9,3,0.8601700124097988,0.6653842753730714,2.7751189441240577e-8,1.3433290064898478e-7,0.0018397278434658512
34,0.7291636730020095,0.9484988047089428,9,4,0.9665591431548819,0.6657855989411473,9.060974737003723e-8,5.847492423153917e-6,0.004921023851949774
39,0.7290824230721735,0.5280140918772668,9,8,0.7652287662029267,0.7152716854587198,4.62569775247174e-4,5.924468596785924e-8,0.0013392017167844729
17,0.7288291309765708,0.9611151744937524,8,1,0.9131823143456131,0.5640733313746751,2.8254182226910547e-6,0.006118424727847633,0.0029955566245946463
31,0.7272145868181461,0.9644323566788807,7,9,0.9970775675261393,0.6117947828024626,0.06837613138163147,7.560961351884885e-4,0.001497897440451477
27,0.7271510182201916,0.36155032474081966,5,8,0.30593422905076295,0.5235769940540195,8.654340326756072e-6,0.10699502389044944,0.0012150851282514811
24,0.7241629432962493,0.9429805946606211,5,10,0.9080720014637336,0.7334692826494574,6.128589597078543e-7,2.6494366527389515e-6,0.0032438464429327286
14,0.7192438143404021,0.42850179250352083,3,6,0.19081842252053322,0.8943160088732839,3.718723978670187e-7,0.01638698114068114,0.0052123174370271455
43,0.7191561093211492,0.8652982537844218,5,6,0.7470097346929834,0.8630510142073036,3.2708080594255666e-4,5.579319023451108e-6,0.0033436465086085065
16,0.7183765871100284,0.544295687393751,7,1,0.5058847370790318,0.5096210493706167,1.7061027267087106e-8,0.029039934692176736,0.0038031671262798755
10,0.7129418929690043,0.6240038946410641,3,5,0.2842873136745766,0.7024098036810755,0.13611316364545653,0.12034799202612603,0.0020860438108686497
45,0.709925541946855,0.6285926757007837,5,8,0.4818156235152856,0.6987570746801793,7.035593243970011e-4,6.108619054058327e-7,0.0027028867625720865
33,0.7090374760039068,0.9562509744893759,7,3,0.6695403290679678,0.6443533448502421,5.37860389186368e-6,4.7361533398751525e-4,0.0026480933433461243
38,0.7064896101125993,0.934519475295674,2,4,0.25322866139467803,0.7540463836863638,9.589556333049448e-5,1.5705432504331074e-7,0.004319063760078739
13,0.7048091117796962,0.8279040382569656,9,9,0.644631860521622,0.584684359561652,0.014017455819834096,0.018046761756291326,0.003388797284302353
19,0.694421469627401,0.5512481456808745,6,10,0.32075940952636306,0.7383999193087221,7.847187327726551e-5,5.2188069547469756e-8,0.0010596045789229972
44,0.6909745922067425,0.8858364084945061,5,1,0.515012242179364,0.7080472961068154,1.5025633240292265e-7,0.06370582839046558,0.005139609912469593
12,0.6848593772803305,0.7463974003726617,4,8,0.2036344044376165,0.6936695584096014,0.0010695276609615002,9.278056307829801e-8,0.005992089975756258
41,0.678335877948292,0.9853095358400605,6,10,0.340973128634505,0.7777619953267276,7.865945488491727e-6,3.11090352678633e-4,0.004003117175210801
25,0.67726061441225,0.8853822345263325,4,6,0.30922763659618796,0.7501503533683718,0.039265168039346814,0.006491453282622838,0.0035417189266239556
47,0.675682976525927,0.47613590125460176,8,2,0.18054657327011228,0.8351211710833013,0.005509948014801032,1.0163887858691402e-7,0.0036486843745059225
23,0.675261711777451,0.8202093951753341,7,7,0.35644333825912333,0.8961758838035166,2.344542763024622e-6,1.1037559092544587e-7,0.0036268180966270006
28,0.6747354114979175,0.7506140669877641,5,5,0.1886962486896664,0.5004475984722376,0.009267844056158922,0.009236913071098547,0.0070609538502503285
48,0.6700967281116338,0.703660635096021,10,4,0.2332770064705983,0.7966099720448256,0.8647891359338865,1.2254772715895855e-7,0.004506104008199515
49,0.6654030361372745,0.7999558686697855,9,3,0.15596904531121256,0.5653834368102253,4.252766626151434e-5,0.009652201191820874,0.009785616530669136
