model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_1a,logistic_reg,0.48255391011159227,0.0038782371062398647,0.7661788617886178,0.0037221213470762906,0.8217468688200396,0.0027062226778210656,0.7283981597657884,0.0032761448812323062,0.5920840822429817,0.0025030134768546136
model_1a,binary_tree,0.5726211947508119,0.004416698443296526,0.4616883116883117,0.00721626973080938,0.7625866532116532,0.00392284403972662,0.7726588628762542,0.0020023294339177405,0.5111449770410669,0.005890406840548759
model_1a,xgboost,0.5780007231075961,0.004333748998808417,0.7255284552845529,0.004552845528455282,0.8588346883468835,0.003237068311238661,0.7930572982015893,0.00229610660498716,0.6433320918695433,0.0025729334688477565
model_1a,rf,0.7986768207388555,0.008287164649500462,0.35317073170731705,0.0068678738477863,0.8492226983080642,0.0026833476947989163,0.810706817231284,0.001986506413557168,0.48961485587294296,0.007231596287072392
