number,value,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_lambda,std_err
39,0.827563539148905,0.5280140918772668,9,8,0.7652287662029267,0.7152716854587198,4.62569775247174e-4,5.924468596785924e-8,0.002630838192924378
42,0.8266368197465759,0.2330765859456733,9,10,0.34516298449598254,0.5518764196895063,0.026026102542231172,0.10255245853555009,0.0032759899983700043
29,0.8265970848897678,0.4564410061528906,3,10,0.4026620557066053,0.8448376410640777,8.116603659154797e-8,0.0036117167687861546,0.002235217684005421
31,0.8245868124221782,0.9644323566788807,7,9,0.9970775675261393,0.6117947828024626,0.06837613138163147,7.560961351884885e-4,0.002354346954095575
17,0.8238032849923094,0.9611151744937524,8,1,0.9131823143456131,0.5640733313746751,2.8254182226910547e-6,0.006118424727847633,0.00405470204211313
24,0.8168207536805098,0.9429805946606211,5,10,0.9080720014637336,0.7334692826494574,6.128589597078543e-7,2.6494366527389515e-6,0.004328059378923347
27,0.8144197246026514,0.36155032474081966,5,8,0.30593422905076295,0.5235769940540195,8.654340326756072e-6,0.10699502389044944,0.002572561356622664
16,0.8107451658976049,0.544295687393751,7,1,0.5058847370790318,0.5096210493706167,1.7061027267087106e-8,0.029039934692176736,8.593022570235903e-4
43,0.8096354281110378,0.8652982537844218,5,6,0.7470097346929834,0.8630510142073036,3.2708080594255666e-4,5.579319023451108e-6,0.00368354343158975
45,0.8079499011206328,0.6285926757007837,5,8,0.4818156235152856,0.6987570746801793,7.035593243970011e-4,6.108619054058327e-7,0.004472171275711358
26,0.8079238995092654,0.17421959615079688,8,7,0.11058474108576775,0.7158402998931706,0.01738063934453694,1.1325118979473209e-4,0.0035469515585333043
13,0.8073055372445617,0.8279040382569656,9,9,0.644631860521622,0.584684359561652,0.014017455819834096,0.018046761756291326,0.0037590627818884764
14,0.805943382406797,0.42850179250352083,3,6,0.19081842252053322,0.8943160088732839,3.718723978670187e-7,0.01638698114068114,0.0025450873869724434
3,0.8058076063868747,0.6223167961719446,2,2,0.2670392965199426,0.8495627963915467,5.448342093971014e-4,4.883528606516226e-5,0.004371391117511276
33,0.7990009521716839,0.9562509744893759,7,3,0.6695403290679678,0.6443533448502421,5.37860389186368e-6,4.7361533398751525e-4,0.0024635831958380217
10,0.7930932762030323,0.6240038946410641,3,5,0.2842873136745766,0.7024098036810755,0.13611316364545653,0.12034799202612603,0.004046507178008106
19,0.7896184904416612,0.5512481456808745,6,10,0.32075940952636306,0.7383999193087221,7.847187327726551e-5,5.2188069547469756e-8,0.0029378030670939733
38,0.783379385483044,0.934519475295674,2,4,0.25322866139467803,0.7540463836863638,9.589556333049448e-5,1.5705432504331074e-7,0.0055844824176963384
44,0.7804028418662565,0.8858364084945061,5,1,0.515012242179364,0.7080472961068154,1.5025633240292265e-7,0.06370582839046558,0.00392904265935895
41,0.7647534424668571,0.9853095358400605,6,10,0.340973128634505,0.7777619953267276,7.865945488491727e-6,3.11090352678633e-4,0.0026916592209960625
23,0.7639944517688421,0.8202093951753341,7,7,0.35644333825912333,0.8961758838035166,2.344542763024622e-6,1.1037559092544587e-7,0.005150002416115878
25,0.7620099978026807,0.8853822345263325,4,6,0.30922763659618796,0.7501503533683718,0.039265168039346814,0.006491453282622838,0.006604752332242885
12,0.7619687065113894,0.7463974003726617,4,8,0.2036344044376165,0.6936695584096014,0.0010695276609615002,9.278056307829801e-8,0.003429745015332792
28,0.7582466307771186,0.7506140669877641,5,5,0.1886962486896664,0.5004475984722376,0.009267844056158922,0.009236913071098547,0.003596019278889295
48,0.7536047938182084,0.703660635096021,10,4,0.2332770064705983,0.7966099720448256,0.8647891359338865,1.2254772715895855e-7,0.003115632271284532
47,0.7513152786933275,0.47613590125460176,8,2,0.18054657327011228,0.8351211710833013,0.005509948014801032,1.0163887858691402e-7,0.004355304923637374
49,0.7341981615762103,0.7999558686697855,9,3,0.15596904531121256,0.5653834368102253,4.252766626151434e-5,0.009652201191820874,0.004174713167953408
